-1275.031294,-1050.805929,-81.224384,0.003257,0.009272,12339584.000000,241249992704.000000,12
-1275.031294,-1050.805929,-81.224384,-0.019376,0.019789,11642828.000000,241749999616.000000,13
-1275.031294,-1050.805929,-81.224384,-0.001266,-0.000660,12339584.000000,241749999616.000000,13
-1275.031294,-1050.805929,-81.224384,-0.011887,-0.019689,11642828.000000,242250006528.000000,14
-1275.031294,-1050.805929,-81.224384,0.016569,0.028345,12339584.000000,242250006528.000000,14
-1275.031294,-1050.805929,-81.224384,-0.001519,0.005463,11642828.000000,242749997056.000000,15
-1275.031294,-1050.805929,-81.224384,0.014260,0.017764,12339584.000000,242749997056.000000,15
-1262.696078,-1041.978789,-82.552253,-0.010005,0.005653,12933624.000000,241249992704.000000,12
-1262.696078,-1041.978789,-82.552253,0.003596,0.003954,11032280.000000,241249992704.000000,12
-1262.696078,-1041.978789,-82.552253,-0.016855,0.009387,12933624.000000,241749999616.000000,13
-1262.696078,-1041.978789,-82.552253,0.021773,0.001152,11032280.000000,241749999616.000000,13
-1262.696078,-1041.978789,-82.552253,-0.019432,0.022930,12933624.000000,242250006528.000000,14
-1262.696078,-1041.978789,-82.552253,-0.004628,0.010139,11032280.000000,242250006528.000000,14
-1262.696078,-1041.978789,-82.552253,0.013277,-0.014257,12933624.000000,242749997056.000000,15
-1262.696078,-1041.978789,-82.552253,-0.007036,0.010148,11032280.000000,242749997056.000000,15
-1209.872232,-1178.885923,-261.527377,0.017676,0.009654,9921332.000000,241249992704.000000,12
-1209.872232,-1178.885923,-261.527377,0.020737,-0.007785,10949736.000000,241249992704.000000,12
-1209.872232,-1178.885923,-261.527377,-0.005913,-0.000224,9921332.000000,241749999616.000000,13
-1209.872232,-1178.885923,-261.527377,0.012026,-0.008787,10949736.000000,241749999616.000000,13
-1209.872232,-1178.885923,-261.527377,0.008934,-0.006447,9921332.000000,242250006528.000000,14
-1209.872232,-1178.885923,-261.527377,0.015039,-0.008163,10949736.000000,242250006528.000000,14
-1209.872232,-1178.885923,-261.527377,0.013755,-0.000985,9921332.000000,242749997056.000000,15
-1209.872232,-1178.885923,-261.527377,0.018778,-0.026750,10949736.000000,242749997056.000000,15
-1259.504295,-1150.463533,-192.879105,-0.003063,-0.024358,12491451.000000,241249992704.000000,12
-1259.504295,-1150.463533,-192.879105,-0.005745,0.004960,10780974.000000,241249992704.000000,12
-1259.504295,-1150.463533,-192.879105,-0.012330,-0.001073,12491451.000000,241749999616.000000,13
-1259.504295,-1150.463533,-192.879105,0.003679,-0.021960,10780974.000000,241749999616.000000,13
-1259.504295,-1150.463533,-192.879105,-0.025127,-0.001882,12491451.000000,242250006528.000000,14
-1259.504295,-1150.463533,-192.879105,0.020414,0.011094,10780974.000000,242250006528.000000,14
-1259.504295,-1150.463533,-192.879105,-0.017403,-0.013994,12491451.000000,242749997056.000000,15
-1259.504295,-1150.463533,-192.879105,0.020351,-0.015679,10780974.000000,242749997056.000000,15
-1036.054285,-407.914326,499.586972,-0.014171,0.002862,10057220.000000,241249992704.000000,12
-1036.054285,-407.914326,499.586972,0.002197,-0.018898,12202718.000000,241249992704.000000,12
